TotalVisits,Total Time Spent on Website,Page Views Per Visit,Lead Source,Last Activity,What is your current occupation,Engagement_Score,Pages_per_Minute,Converted
-1.4191317503457597,-1.1648963876142973,-1.7494861638024373,0.9717174309402908,0.6415349175064705,-0.10764887959378508,-0.7872069124026704,-0.21550562365955162,0
0.2147539376736584,0.06763149785526547,-0.3041739826295547,1.3432658180958015,-0.680761663758339,-0.10764887959378508,0.1326339044790737,-0.1858183759686701,0
-0.7655774751379925,1.636635838705243,-0.5932364188641311,-0.8860245048372625,-0.680761663758339,-2.807745149835009,0.04911126650702216,-0.2050482761363448,1
-1.0923546127418762,-0.6071500892935011,-1.1713612913332843,-0.8860245048372625,1.4349128662653563,-0.10764887959378508,-0.7039572242279131,-0.18931099334406792,0
-0.7655774751379925,1.4464534943597913,-1.1713612913332843,-0.1429277305262412,-1.7385989287701866,-0.10764887959378508,-0.007662291330189344,-0.20989641660809044,1
-1.4191317503457597,-1.1648963876142973,-1.7494861638024373,0.9717174309402908,0.37707560125350864,-0.10764887959378508,-0.7872069124026704,-0.21550562365955162,0
-0.7655774751379925,1.834132888602443,-0.5932364188641311,-0.1429277305262412,-0.680761663758339,-0.10764887959378508,0.10806842272258795,-0.20573651107388674,1
-0.7655774751379925,-1.0350603640707678,-0.5932364188641311,-0.8860245048372625,-0.680761663758339,-0.10764887959378508,-0.7484480411868817,0.007148734022059824,0
-0.1120231999302252,-1.0588331571139493,0.5630133260741748,-0.1429277305262412,-0.680761663758339,-0.10764887959378508,-0.7238825594303959,0.3279219611904831,0
1.1950853504853094,1.3056454124886394,2.8755128159507866,1.3432658180958015,-0.680761663758339,-0.10764887959378508,2.162834496753973,-0.16807629302914917,1
1.1950853504853094,1.291016001385143,-0.20589275430979873,-0.8860245048372625,0.6415349175064705,-0.10764887959378508,2.145365709727139,-0.1995818611146435,1
2.17541676329696,1.6476078970328654,3.45363768841994,1.3432658180958015,-0.680761663758339,-0.10764887959378508,3.8305577582220613,-0.16863102204237027,1
0.2147539376736584,-0.8540214016650011,1.1411381985433278,1.3432658180958015,-0.680761663758339,-0.10764887959378508,-0.5551995847025272,0.018867384426355164,0
-1.0923546127418762,-0.28530304501658266,-1.1713612913332843,-0.8860245048372625,-1.4741396125172248,-0.10764887959378508,-0.6559180599041188,-0.19887583760864286,0
0.5415310752775421,0.685724116977984,1.7192630710124808,1.3432658180958015,-0.680761663758339,-0.10764887959378508,0.8701442567682346,-0.16802947236712507,1
0.5415310752775421,0.6144057378484394,1.7192630710124808,2.829459366717844,-1.2096802962642628,-0.10764887959378508,0.8062740042013717,-0.16612847657615523,0
0.5415310752775421,1.9219093552234205,-0.015111546394978184,-0.1429277305262412,0.6415349175064705,-0.10764887959378508,1.9772286345938588,-0.20126840007777894,1
-0.43880033753410885,-0.9856861015964677,-0.015111546394978184,1.3432658180958015,0.6415349175064705,-0.10764887959378508,-0.7069596719981502,0.027390039265842703,0
-1.0923546127418762,-0.7388147892249678,-1.1713612913332843,-0.1429277305262412,1.4349128662653563,-0.10764887959378508,-0.7236096096331017,-0.18125110709314984,0
-0.1120231999302252,-0.4754853893620345,-0.9805800834184636,-0.1429277305262412,0.6415349175064705,-0.10764887959378508,-0.37559861808288697,-0.18730273835321415,0
-1.0923546127418762,0.687552793365921,-1.1713612913332843,-0.1429277305262412,-1.7385989287701866,-0.10764887959378508,-0.5107087677435586,-0.2076007352211512,1
-0.1120231999302252,0.24501310748515803,0.5630133260741748,-0.1429277305262412,-1.2096802962642628,-0.10764887959378508,0.05457026245290788,-0.1739742408795619,0
0.5415310752775421,0.9143086654701136,-0.8822988550987076,-0.1429277305262412,-0.680761663758339,-0.10764887959378508,1.0748566047389492,-0.2049403026447827,1
-0.43880033753410885,0.788129994702458,-0.015111546394978184,-0.1429277305262412,-0.1518430312524152,-0.10764887959378508,0.08732423812822221,-0.19301107676561893,1
